,transaction_date,ticker,asset_description,type,amount,representative
2130,2020-03-31,GMED,"Globus Medical, Inc. Class A",sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2131,2020-03-18,GS,"Goldman Sachs Group, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros
2132,2020-03-18,HRB,"H&R Block, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2133,2020-03-18,HOG,"Harley-Davidson, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2134,2020-03-18,HIG,"Hartford Financial Services Group, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros
2135,2020-03-31,HQY,"HealthEquity, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2136,2020-03-18,PEAK,"Healthpeak Properties, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2137,2020-03-31,HTLD,"Heartland Express, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2138,2020-03-10,HELE,Helen of Troy Limited,purchase,"$1,001 - $15,000",Gilbert Cisneros
2139,2020-03-18,HPE,Hewlett Packard Enterprise Company,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2140,2020-03-10,HMN,Horace Mann Educators Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2141,2020-03-18,HST,"Host Hotels & Resorts, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros
2142,2020-03-18,HUM,Humana Inc.,purchase,"$1,001 - $15,000",Gilbert Cisneros
2143,2020-03-18,HBAN,Huntington Bancshares Incorporated,purchase,"$1,001 - $15,000",Gilbert Cisneros
2144,2020-03-31,ICFI,"ICF International, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2145,2020-03-31,ICUI,"ICU Medical, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2146,2020-03-31,IDA,"IdaCoRP, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2147,2020-03-18,INFO,IHS Markit Ltd. Common Shares,purchase,"$1,001 - $15,000",Gilbert Cisneros
2148,2020-03-18,IR,Ingersoll Rand Inc.,purchase,"$1,001 - $15,000",Gilbert Cisneros
2149,2020-03-10,IART,Integra LifeSciences Holdings Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2150,2020-03-18,IBM,International Business Machines Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2151,2020-03-18,IP,International Paper Company,purchase,"$1,001 - $15,000",Gilbert Cisneros
2152,2020-03-18,IPG,"Interpublic Group of Companies, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2153,2020-03-05,INTU,Intuit Inc.,sale_partial,"$15,001 - $50,000",Gilbert Cisneros
2154,2020-03-06,INTU,Intuit Inc.,sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2155,2020-03-18,IRM,Iron Mountain Incorporated,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2156,2020-03-18,J,Jacobs Engineering Group Inc.,sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2157,2020-03-18,JEF,Jefferies Financial Group Inc.,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2158,2020-03-10,JBT,John bean Technologies Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2159,2020-03-18,KEY,KeyCorp,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2160,2020-03-18,KIM,Kimco Realty Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2161,2020-03-18,KLAC,KLA Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2162,2020-03-18,LB,"L Brands, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros
2163,2020-03-18,LH,Laboratory Corporation of America Holdings,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2164,2020-03-18,LVS,Las Vegas Sands Corp.,purchase,"$1,001 - $15,000",Gilbert Cisneros
2165,2020-03-18,LEN,Lennar Corporation Class A,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2166,2020-03-18,LNC,Lincoln National Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2167,2020-03-18,LIN,Linde plc Ordinary Share,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2168,2020-03-31,LAD,"Lithia Motors, Inc.",sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2169,2020-03-18,LYV,"Live Nation Entertainment, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2170,2020-03-18,L,Loews Corporation,sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2171,2020-03-13,--,LONG BEACH Ca HBR REV,sale_full,"$500,001 - $1,000,000",Gilbert Cisneros
2172,2020-03-13,--,LOS ANGELES Ca HARBOR DEPT,sale_full,"$250,001 - $500,000",Gilbert Cisneros
2173,2020-03-13,--,LOS ANGELES CNTY Ca MET TRANSPORTATION AUTHORITY,sale_partial,"$500,001 - $1,000,000",Gilbert Cisneros
2174,2020-03-18,LYB,Lyondellbasell Industries NV Ordinary Shares Class A,purchase,"$1,001 - $15,000",Gilbert Cisneros
2175,2020-03-18,MDT,Medtronic plc. Ordinary Shares,sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2176,2020-03-18,MET,"MetLife, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2177,2020-03-18,MGM,MGM Resorts International,purchase,"$1,001 - $15,000",Gilbert Cisneros
2178,2020-03-18,MCHP,Microchip Technology Incorporated,purchase,"$1,001 - $15,000",Gilbert Cisneros
2179,2020-03-18,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2180,2020-03-18,MS,Morgan Stanley,purchase,"$1,001 - $15,000",Gilbert Cisneros
2181,2020-03-18,MOS,Mosaic Company,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2182,2020-03-31,NHI,"National Health Investors, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2183,2020-03-18,NATI,National Instruments Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2184,2020-03-18,NWL,Newell Brands Inc.,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2185,2020-03-18,NWSA,News Corporation - Class A,purchase,"$1,001 - $15,000",Gilbert Cisneros
2186,2020-03-18,NWS,News Corporation - Class B,purchase,"$1,001 - $15,000",Gilbert Cisneros
2187,2020-03-12,NKE,"Nike, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2188,2020-03-18,NTRS,Northern Trust Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2189,2020-03-17,NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2190,2020-03-18,NUE,Nucor Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2191,2020-03-30,NVDA,NVIDIA Corporation,sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2192,2020-03-18,ON,ON Semiconductor Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2193,2020-03-18,ORCL,Oracle Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2194,2020-03-18,PAYX,"Paychex, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2195,2020-03-10,PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2196,2020-03-18,PEP,"Pepsico, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2197,2020-03-18,PRGO,Perrigo Company plc Ordinary Shares,purchase,"$1,001 - $15,000",Gilbert Cisneros
2198,2020-03-26,PLNT,"Planet Fitness, Inc.",sale_full,"$15,001 - $50,000",Gilbert Cisneros
2199,2020-03-18,PNC,"PNC Financial Services Group, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2200,2020-03-18,PPL,PPL Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2201,2020-03-18,PFG,Principal Financial Group Inc,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2202,2020-03-18,PGR,Progressive Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2203,2020-03-18,PRU,"Prudential Financial, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros
2204,2020-03-18,PEG,Public Service Enterprise Group Incorporated,purchase,"$1,001 - $15,000",Gilbert Cisneros
2205,2020-03-18,PVH,PVH Corp.,purchase,"$1,001 - $15,000",Gilbert Cisneros
2206,2020-03-18,PWR,"Quanta Services, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2207,2020-03-10,QDEL,Quidel Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2208,2020-03-10,RPD,"Rapid7, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2209,2020-03-18,ROP,"Roper Technologies, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2210,2020-03-18,RCL,Royal Caribbean Cruises Ltd.,purchase,"$1,001 - $15,000",Gilbert Cisneros
2211,2020-03-13,--,SANTA CLARA Ca UNIFIED SCHOOL DISTRICT,sale_full,"$250,001 - $500,000",Gilbert Cisneros
2212,2020-04-02,SEE,Sealed air Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2213,2020-03-18,NOW,"ServiceNow, Inc.",sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2214,2020-03-26,SHW,Sherwin-Williams Company,purchase,"$15,001 - $50,000",Gilbert Cisneros
2215,2020-03-18,SPG,"Simon Property Group, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros
2216,2020-03-24,SITE,"Siteone Landscape Supply, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2217,2020-03-18,SLG,SL Green Realty Corp,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2218,2020-04-02,LUV,Southwest Airlines Company,sale_partial,"$15,001 - $50,000",Gilbert Cisneros
2219,2020-03-26,SSNC,"SS&C Technologies Holdings, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2220,2020-04-02,SSNC,"SS&C Technologies Holdings, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2221,2020-03-18,SSNC,"SS&C Technologies Holdings, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2222,2020-03-31,STAG,"Stag Industrial, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2223,2020-03-18,SWK,"Stanley Black & Decker, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros
2224,2020-03-18,STT,State Street Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2225,2020-03-18,STE,STERIS plc,purchase,"$1,001 - $15,000",Gilbert Cisneros
2226,2020-03-18,SYF,Synchrony Financial,purchase,"$1,001 - $15,000",Gilbert Cisneros
2227,2020-03-18,SYY,Sysco Corporation,sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2228,2020-03-18,TTWO,"Take-Two Interactive Software, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2229,2020-03-18,AMTD,Td Ameritrade Holding Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2230,2020-03-18,BK,The bank of New York Mellon Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2231,2020-03-31,DSGX,The Descartes Systems Group Inc.,purchase,"$1,001 - $15,000",Gilbert Cisneros
2232,2020-03-18,KHC,The Kraft Heinz Company,purchase,"$1,001 - $15,000",Gilbert Cisneros
2233,2020-03-18,TRV,"The Travelers Companies, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros
2234,2020-03-18,TFC,Truist Financial Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2235,2020-03-18,TWTR,"Twitter, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros
2236,2020-03-18,TSN,"Tyson Foods, Inc.",sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2237,2020-03-18,USB,U.S. Bancorp,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2238,2020-03-18,UNP,Union Pacific Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2239,2020-03-18,UPS,"United Parcel Service, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2240,2020-03-18,URI,"United Rentals, Inc.",sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2241,2020-03-18,UNH,UnitedHealth Group Incorporated Common Stock,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2242,2020-03-18,UHS,"Universal Health Services, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2243,2020-03-18,UNM,Unum Group,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2244,2020-03-18,VTR,"Ventas, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros
2245,2020-03-18,VRSN,"VeriSign, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2246,2020-03-18,VRSK,"Verisk Analytics, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2247,2020-03-18,V,Visa Inc.,purchase,"$1,001 - $15,000",Gilbert Cisneros
2248,2020-03-18,VC,Visteon Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2249,2020-03-18,VNO,Vornado Realty Trust,purchase,"$1,001 - $15,000",Gilbert Cisneros
2250,2020-03-18,GWW,"W.W. Grainger, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros
2251,2020-03-18,WBA,"Walgreens Boots Alliance, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2252,2020-03-12,DIS,Walt Disney Company,purchase,"$1,001 - $15,000",Gilbert Cisneros
2253,2020-03-18,DIS,Walt Disney Company,sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2254,2020-03-26,DIS,Walt Disney Company,sale_partial,"$15,001 - $50,000",Gilbert Cisneros
2255,2020-03-31,WBS,Webster Financial Corporation,sale_partial,"$1,001 - $15,000",Gilbert Cisneros
2256,2020-03-18,WFC,Wells Fargo & Company,purchase,"$15,001 - $50,000",Gilbert Cisneros
2257,2020-03-18,WELL,Welltower Inc.,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2258,2020-03-18,WDC,Western Digital Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros
2259,2020-03-18,WAB,Westinghouse air Brake Technologies Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros
2260,2020-03-18,WRK,Westrock Company,purchase,"$1,001 - $15,000",Gilbert Cisneros
2261,2020-03-18,WY,Weyerhaeuser Company,purchase,"$1,001 - $15,000",Gilbert Cisneros
2262,2020-03-18,XLNX,"Xilinx, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros
2263,2020-03-16,BIDU,"Baidu, Inc. - American Depositary Shares, each Representing one Tenth Class A Ordinary Share",purchase,"$1,001 - $15,000",Susan A. Davis
2264,2020-03-16,EXC,Exelon Corporation,purchase,"$1,001 - $15,000",Susan A. Davis
2265,2020-03-16,FB,"Facebook, Inc. - Class A",purchase,"$15,001 - $50,000",Susan A. Davis
2266,2020-03-16,FTNT,"Fortinet, Inc.",purchase,"$15,001 - $50,000",Susan A. Davis
2267,2020-03-16,LEVI,Levi Strauss & Co Class A,purchase,"$1,001 - $15,000",Susan A. Davis
2268,2020-04-03,CARR,Carrier Global Corporation,exchange,"$1,001 - $15,000",Debbie Dingell
2269,2020-04-03,OTIS,Otis Worldwide Corporation,exchange,"$1,001 - $15,000",Debbie Dingell
2270,2020-03-26,ACN,Accenture plc Class A Ordinary Shares,purchase,"$100,001 - $250,000",Kevin Hern
2271,2020-03-26,AMZN,"Amazon.com, Inc.",purchase,"$100,001 - $250,000",Kevin Hern
2272,2020-03-26,HD,"Home Depot, Inc.",purchase,"$100,001 - $250,000",Kevin Hern
2273,2020-03-26,MMP,Magellan Midstream Partners L.P. Limited Partnership,purchase,"$100,001 - $250,000",Kevin Hern
2274,2020-03-26,MMP,Magellan Midstream Partners L.P. Limited Partnership,purchase,"$15,001 - $50,000",Kevin Hern
2275,2020-03-26,MSFT,Microsoft Corporation,purchase,"$250,001 - $500,000",Kevin Hern
2276,2020-03-26,--,MORGAN STANLEY FIN LLC MTN ZERO CPN,purchase,"$100,001 - $250,000",Kevin Hern
2277,2020-03-26,OKE,"ONEOK, Inc.",purchase,"$15,001 - $50,000",Kevin Hern
2278,2020-03-26,TXN,Texas Instruments Incorporated,purchase,"$100,001 - $250,000",Kevin Hern
2279,2020-03-27,WMB,"Williams Companies, Inc.",purchase,"$15,001 - $50,000",Kevin Hern
2280,2020-03-26,WMB,"Williams Companies, Inc.",purchase,"$100,001 - $250,000",Kevin Hern
2281,2020-03-26,WPX,"WPX Energy, Inc.",purchase,"$100,001 - $250,000",Kevin Hern
2282,2020-03-26,WPX,"WPX Energy, Inc.",purchase,"$15,001 - $50,000",Kevin Hern
2283,2020-07-09,AAL,"American Airlines Group, Inc.",purchase,"$15,001 - $50,000",Michael Garcia
2284,2020-10-26,AAL,"American Airlines Group, Inc.",purchase,"$15,001 - $50,000",Michael Garcia
2285,2020-11-09,AAL,"American Airlines Group, Inc.",sale_partial,"$15,001 - $50,000",Michael Garcia
2286,2020-08-10,BA,Boeing Company,sale_full,"$15,001 - $50,000",Michael Garcia
2287,2020-11-13,BA,Boeing Company,sale_full,"$15,001 - $50,000",Michael Garcia
2288,2020-11-11,FAS,Direxion Financial Bull 3X Shares,sale_full,"$15,001 - $50,000",Michael Garcia
2289,2020-11-05,FAS,Direxion Financial Bull 3X Shares,sale_full,"$15,001 - $50,000",Michael Garcia
2290,2020-07-09,FAS,Direxion Financial Bull 3X Shares,purchase,"$1,001 - $15,000",Michael Garcia
2291,2020-10-26,FAS,Direxion Financial Bull 3X Shares,purchase,"$15,001 - $50,000",Michael Garcia
2292,2020-11-09,FAS,Direxion Financial Bull 3X Shares,sale_partial,"$15,001 - $50,000",Michael Garcia
2293,2020-11-16,VXX,iPath Series B S&P 500 VIX Short-Term Futures ETN,purchase,"$15,001 - $50,000",Michael Garcia
2294,2020-11-16,TSLA,Tesla Inc.,sale_partial,"$15,001 - $50,000",Michael Garcia
2295,2020-11-17,TSLA,"Tesla, Inc.",purchase,"$15,001 - $50,000",Michael Garcia
2296,2020-11-23,TSLA,"Tesla, Inc.",sale_partial,"$15,001 - $50,000",Michael Garcia
2297,2020-11-13,TSLA,"Tesla, Inc.",purchase,"$15,001 - $50,000",Michael Garcia
2298,2020-10-26,TSLA,"Tesla, Inc.",purchase,"$1,001 - $15,000",Michael Garcia
2299,2020-09-04,TSLA,"Tesla, Inc.",purchase,"$15,001 - $50,000",Michael Garcia
2300,2020-11-05,UBER,"Uber Technologies, Inc. / Stock",sale_full,"$15,001 - $50,000",Michael Garcia
2301,2020-11-09,UBS,UBS Group AG Registered Ordinary Shares,sale_full,"$15,001 - $50,000",Michael Garcia
2302,2020-11-18,OIH,VanEck Vectors Oil Services ETF,sale_full,"$1,001 - $15,000",Michael Garcia
2303,2020-08-10,AEP,"American Electric Power Company, Inc.",purchase,"$15,001 - $50,000",K. Michael Conaway
2304,2020-08-10,AXP,American Express Company,sale_full,"$15,001 - $50,000",K. Michael Conaway
2305,2020-08-10,DUK,Duke Energy Corporation,purchase,"$15,001 - $50,000",K. Michael Conaway
2306,2020-08-11,--,FT Divers Income & Growth Fall 15,sale_full,"$100,001 - $250,000",K. Michael Conaway
2307,2020-08-10,DGRO,ISHARES Core Dividend Growth ETF,purchase,"$50,001 - $100,000",K. Michael Conaway
2308,2020-08-10,JNJ,Johnson & Johnson,purchase,"$15,001 - $50,000",K. Michael Conaway
2309,2020-08-10,PNC,"PNC Financial Services Group, Inc.",sale_full,"$50,001 - $100,000",K. Michael Conaway
2310,2020-08-10,PNC,"PNC Financial Services Group, Inc.",sale_full,"$15,001 - $50,000",K. Michael Conaway
2311,2020-08-10,CWB,SPDR Bloomberg Barclays Convertible Securities ETF,purchase,"$50,001 - $100,000",K. Michael Conaway
2312,2020-08-10,SDY,SPDR S&P Dividend ETF,purchase,"$15,001 - $50,000",K. Michael Conaway
2313,2020-08-10,SDY,SPDR S&P Dividend ETF,purchase,"$15,001 - $50,000",K. Michael Conaway
2314,2020-08-10,XLV,SPDR Select Sector Fund - Health Care,purchase,"$50,001 - $100,000",K. Michael Conaway
2315,2020-08-10,USB,U.S. Bancorp,sale_full,"$50,001 - $100,000",K. Michael Conaway
2316,2020-08-10,V,Visa Inc.,sale_full,"$15,001 - $50,000",K. Michael Conaway
2317,2020-08-17,PG,Procter & Gamble Company,purchase,"$1,001 - $15,000",Lloyd Doggett
2318,2020-06-17,--,Maricopa CNTY Ariz uni SCH Dist No 69 5.00 Due 07/01/27,purchase,"$50,001 - $100,000",Suzan K. DelBene
2319,2020-06-18,--,Maryland ST go ST Local Facs lN BDS 5.00% Due 03/15/27,purchase,"$15,001 - $50,000",Suzan K. DelBene
2320,2020-06-30,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Suzan K. DelBene
2321,2020-06-24,--,New York ST Dorm Auth Sales Tax 5.00% Due 03/15/20252,purchase,"$15,001 - $50,000",Suzan K. DelBene
2322,2020-06-25,--,New York ST Dorm Auth ST Pers Income,purchase,"$15,001 - $50,000",Suzan K. DelBene
2323,2020-06-23,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Alan S. Lowenthal
2324,2020-06-23,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Alan S. Lowenthal
2325,2020-07-02,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal
2326,2020-07-02,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Alan S. Lowenthal
2327,2020-07-01,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal
2328,2020-07-01,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal
2329,2020-07-07,VSLR,"Vivint Solar, Inc.",sale_partial,"$1,001 - $15,000",Alan S. Lowenthal
2330,2020-06-23,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Alan S. Lowenthal
2331,2020-06-23,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Alan S. Lowenthal
2332,2020-07-02,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Alan S. Lowenthal
2333,2020-07-01,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Alan S. Lowenthal
2334,2020-07-01,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Alan S. Lowenthal
2335,2020-07-01,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Alan S. Lowenthal
2336,2020-07-07,VSLR,"Vivint Solar, Inc.",sale_partial,"$1,001 -",Alan S. Lowenthal
2337,2021-02-18,AB,"AllianceBerstein Holding LP. Purchased 15,000 shares.",purchase,"$500,001 - $1,000,000",Nancy Pelosi
2338,2021-02-23,AB,"AllianceBerstein Holding LP. Purchased 25,000 shares.",purchase,"$500,001 - $1,000,000",Nancy Pelosi
2339,2021-02-10,--,Citigroup Inc Var Rt Perp Mat dtd 2/18/2021,purchase,"$1,001 - $15,000",Dean Phillips
2340,2021-02-19,--,Citigroup Inc Var Rt Perp Mat dtd 2/18/2021,purchase,"$1,001 - $15,000",Dean Phillips
2341,2021-02-16,--,Citigroup Inc Var Rt Perp Mat dtd 11/13/2015,sale_partial,"$1,001 - $15,000",Dean Phillips
2342,2021-02-19,--,Citigroup Inc Var Rt Perp Mat dtd 11/13/2015,sale_full,"$1,001 - $15,000",Dean Phillips
2343,2021-02-05,--,Goldman Sachs Group Inc Var Rt Perp Mat dtd 4/23/2015,sale_full,"$250,001 - $500,000",Dean Phillips
2344,2021-02-05,TCEHY,Tencent Holdings,purchase,"$1,001 - $15,000",Kurt Schrader
2345,2021-02-09,PYPL,PayPal Holdings Inc,purchase,"$1,001 - $15,000",Kurt Schrader
2346,2021-02-09,SQ,Square Inc,purchase,"$1,001 - $15,000",Kurt Schrader
2347,2021-02-16,AON,AON plc,purchase,"$1,001 - $15,000",Kurt Schrader
2348,2021-02-16,MSCI,MSCI Inc,purchase,"$1,001 - $15,000",Kurt Schrader
2349,2021-02-05,--,S&P 500 Dep Receipts,sale_full,"$1,001 - $15,000",Kurt Schrader
2350,2021-02-09,--,S&P 500 Dep Receipts,sale_full,"$1,001 - $15,000",Kurt Schrader
2351,2021-02-09,FIS,Fidelity National Info Svcs,sale_full,"$1,001 - $15,000",Kurt Schrader
2352,2021-02-09,OWLSX,OW Large Cap Strategies Fund,sale_full,"$1,001 - $15,000",Kurt Schrader
2353,2021-02-10,SEA,SEA Limited ADR,sale_full,"$1,001 - $15,000",Kurt Schrader
2354,2021-02-10,MSFT,Microsoft Corp,purchase,"$1,001 - $15,000",Kurt Schrader
2355,2021-02-10,BLK,Blackrock Inc,sale_full,"$1,001 - $15,000",Kurt Schrader
2356,2021-02-10,CTAS,Cintas Corp,sale_full,"$1,001 - $15,000",Kurt Schrader
2357,2021-02-10,HD,Home Depot,sale_full,"$1,001 - $15,000",Kurt Schrader
2358,2020-12-08,--,Clay Cnty MO Public 3%,sale_full,"$100,001 - $250,000",Vern Buchanan
2359,2020-12-11,--,New York City NY Tra 5%,purchase,"$50,001 - $100,000",Vern Buchanan
2360,2020-04-15,AMZN,"Amazon.com, Inc.",purchase,"$15,001 - $50,000",K. Michael Conaway
2361,2020-04-15,AMZN,"Amazon.com, Inc.",purchase,"$15,001 - $50,000",K. Michael Conaway
2362,2020-04-22,--,American Capital Income,purchase,"$1,001 - $15,000",K. Michael Conaway
